Line Start,Line End,Rhyme Type,Words
1967,1968,M,away / day
1969,1970,M,morwe / sorwe
1971,1972,M,ago / so
1973,1974,M,maladye / dye
1975,1976,M,teeres / yeeres
1977,1978,M,theban / man
1979,1980,M,certayn / yslayn
1981,1982,M,ther / heer
1983,1984,M,crye / emelye
1985,1986,F,theseus / egeus
1987,1988,M,transmutacioun / doun
1989,1990,F,gladnesse / liknesse
1991,1992,M,he / degree
1993,1994,M,seyde / deyde
1995,1996,M,wo / fro
1997,1998,M,soore / moore
1999,2000,M,enhorte / reconforte
2001,2002,M,cure / sepulture
2003,2004,M,be / degree
2005,2006,E,conclusioun / palamoun
2007,2008,M,bitwene / grene
2009,2010,F,desires / fires
2011,2012,F,office / accomplice
2013,2014,M,hewe / rewe
2015,2016,M,brenne / renne
2017,2018,M,comandement / ysent
2019,2020,M,spradde / hadde
2021,2022,M,arcite / white
2023,2024,M,grene / kene
2025,2026,M,beere / heere
2027,2028,M,alle / halle
2029,2030,M,soun / palamoun
2031,2032,F,heeres / teeres
2033,2034,M,emelye / compaignye
2035,2036,M,be / degree
2037,2038,M,brynge / gliterynge
2039,2040,M,arcite / white
2041,2042,M,sheeld / heeld
2043,2044,M,turkeys / harneys
2045,2046,M,cheere / heere
2047,2048,M,were / beere
2049,2050,M,wete / strete
2051,2052,M,hye / ywrye
2053,2054,F,egeus / theseus
2055,2056,M,fyn / wyn
2057,2058,M,compaignye / emelye
2059,2060,M,gyse / servyse
2061,2062,M,apparaillynge / fyr-makynge
2063,2064,M,raughte / straughte
2065,2066,M,brode / lode
2067,2068,M,highte / highte
2069,2070,M,popler / laurer
2071,2072,M,whippeltree / me
2073,2074,M,doun / habitacioun
2075,2076,M,pees / amadrides
2077,2078,M,alle / falle
2079,2080,M,light / bright
2081,2082,M,stree / thre
2083,2084,F,spicerye / perrye
2085,2086,M,flour / odour
2087,2088,M,this / is
2089,2090,M,gyse / servyse
2091,2092,M,fyr / desir
2093,2094,M,caste / faste
2095,2096,M,spere / were
2097,2098,M,blood / wood
2099,2100,M,route / aboute
2101,2102,M,shoutynge / claterynge
2103,2104,M,crye / emelye
2105,2106,M,colde / yholde
2107,2108,M,pleye / seye
2109,2110,M,enoynt / disjoynt
2111,2112,M,goon / doon
2113,2114,M,wende / ende
2115,2116,M,yeres / teres
2117,2118,M,assent / parlement
2119,2120,M,caas / was
2121,2122,F,alliaunce / obeisaunce
2123,2124,F,anon / palamon
2125,2126,M,why / sorwefully
2127,2128,M,hye / emelye
2129,2130,M,place / space
2131,2132,M,brest / lest
2133,2134,M,stille / wille
2135,2136,M,above / love
2137,2138,M,entente / mente
2139,2140,M,bond / lond
2141,2142,M,flee / he
2143,2144,E,adoun / duracioun
2145,2146,M,place / pace
2147,2148,F,abregge / allegge
2149,2150,F,experience / sentence
2151,2152,M,discerne / eterne
2153,2154,M,fool / hool
2155,2156,M,bigynnyng / thyng
2157,2158,F,stable / corrumpable
2159,2160,F,purveiaunce / ordinaunce
2161,2162,F,progressiouns / successiouns
2163,2164,M,lye / ye
2165,2166,M,norisshynge / sprynge
2167,2168,M,see / tree
2169,2170,M,stoon / goon
2171,2172,M,weye / dreye
2173,2174,M,wende / ende
2175,2176,M,also / two
2177,2178,M,age / see
2179,2180,M,see / weye
2181,2182,M,deye / kyng
2183,2184,M,thyng / welle
2185,2186,M,telle / lyve
2187,2188,M,stryve / me
2189,2190,E,necessitee / eschue
2191,2192,M,due / folye
2193,2194,M,gye / honour
2195,2196,M,flour / name
2197,2198,M,shame / deeth
2199,2200,M,breeth / age
2201,2202,M,vassellage / fame
2203,2204,M,name / wilfulnesse
2205,2206,M,hevynesse / flour
2207,2208,M,honour / lyf
2209,2210,M,wyf / weel
2211,2212,M,deel / offende
2213,2214,E,amende / serye
2215,2216,E,merye / grace
2217,2218,M,place / two
2219,2220,E,everemo / herinne
2221,2222,M,bigynne / assent
2223,2224,M,parlement / knyght
2225,2226,M,myght / knewe
2227,2228,M,rewe / lord
2229,2230,E,accord / pitee
2231,2232,E,pardee / bacheler
2233,2234,M,yeer / adversitee
2235,2236,M,me / right
2237,2238,M,knight / sermonyng
2239,2240,M,thyng / hond
2241,2242,M,bond / mariage
2243,2244,E,baronage / melodye
2245,2246,M,emelye / wroght
2247,2248,E,aboght / wele
2249,2250,E,heele / tendrely
2251,2252,E,gentilly / bitwene
2253,2254,E,teene / emelye
